Id,SampleEventId,InputFileId,Type,Origin,TrophicMode,TaxonomicKingdom,TaxonomicOrder,TaxonomicFamily,TaxonomicGenus,TaxonomicSpecies,SamplePooling,StatisticalPooling,SampleSize,DevelopmentStage,GutClearance,OrganismMass,OrganismMassType,OrganismMassUnits,OrganismSizeNotes,OrganismSampled,TissueSampled,CarbonMean,CarbonStdev,CarbonUnits,CarbonMethod,CarbonMethodUrl,NitrogenMean,NitrogenStdev,NitrogenUnits,NitrogenMethod,NitrogenMethodUrl,PhosphorusMean,PhosphorusStdev,PhosphorusUnits,PhosphorusMethod,PhosphorusMethodUrl,CarbonToNitrogenRatio,CarbonToPhosphorusRatio,NitrogenToPhosphorusRatio,OtherElementsReported,Isotope13C,Isotope13CStDev,Isotope15N,Isotope15NStDev,OtherIsotopesReported,Chlorophyll,ChlorophyllUnits,ResourceQuantityReported,OrganismSampleId,Notes
47,15,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,0.25,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.21]}",whole_organism,NA,34.98,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.77,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,23.04698113,NA,NA,FALSE,-30.17,NA,4.85,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""BARC.20170628.RAKE.P2""],""chemSubsampleID"":[""BARC.20170628.UTRIC.P2""]}",NA
48,15,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,2.29,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.95]}",whole_organism,NA,35.09,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.1,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,19.48639856,NA,NA,FALSE,-30.06,NA,4.1,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""BARC.20170628.RAKE.P3""],""chemSubsampleID"":[""BARC.20170628.UTRIC.P3""]}",NA
49,15,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,1.16,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.97]}",whole_organism,NA,34.81,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.42,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,28.58796136,NA,NA,FALSE,-29.78,NA,4.96,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""BARC.20170628.RAKE.P4""],""chemSubsampleID"":[""BARC.20170628.UTRIC.P4""]}",NA
50,15,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,0.47,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.38]}",whole_organism,NA,35.16,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.04,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,20.09954408,NA,NA,FALSE,-28.19,NA,5.04,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""BARC.20170628.RAKE.P6""],""chemSubsampleID"":[""BARC.20170628.UTRIC.P6""]}",NA
51,15,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,0.29,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.23]}",whole_organism,NA,36.78,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.15,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,19.94990227,NA,NA,FALSE,-27.59,NA,2.24,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""BARC.20170628.RAKE.P7""],""chemSubsampleID"":[""BARC.20170628.UTRIC.P7""]}",NA
52,15,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,0.69,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.49]}",whole_organism,NA,29.28,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.8,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,18.96994513,NA,NA,FALSE,-29.59,NA,4.54,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""BARC.20170628.RAKE.P8""],""chemSubsampleID"":[""BARC.20170628.UTRIC.P8""]}",NA
53,15,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,0.82,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.73]}",whole_organism,NA,42.76,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.26,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,22.06463588,NA,NA,FALSE,-28.58,NA,4.73,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""BARC.20170628.RAKE.P9""],""chemSubsampleID"":[""BARC.20170628.UTRICSPP.P9""]}",NA
103,20,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,hydrocharitaceae,limnobium,spongia,NA_unknown,NA_unknown,1,NA,NA,14.1,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[12.09]}",whole_organism,NA,38.225,0.00707107,percent_dm,NA,NA,2,0.02828427,percent_dm,NA,NA,NA,NA,NA,NA,NA,22.28871371,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20140709.RAKE.P01""],""chemSubsampleID"":[""SUGG.20140709.LISP2.1""]}","{""sample date and time"":[""2014-07-09T13:50:00""]}"
104,20,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,hydrocharitaceae,limnobium,spongia,NA_unknown,NA_unknown,1,NA,NA,7.25,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[6.28]}",whole_organism,NA,39.715,0.07778175,percent_dm,NA,NA,2.245,0.0212132,percent_dm,NA,NA,NA,NA,NA,NA,NA,20.63030882,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20140709.RAKE.P03""],""chemSubsampleID"":[""SUGG.20140709.LISP2.3""]}","{""sample date and time"":[""2014-07-09T13:50:00""]}"
105,21,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,hydrocharitaceae,limnobium,spongia,NA_unknown,NA_unknown,1,NA,NA,143.3,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[122.42]}",whole_organism,NA,37.63,NA,percent_dm,NA,NA,2.25,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,19.50379878,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20150713.RAKE.P05""],""chemSubsampleID"":[""SUGG.20150713.LISP2.Q15""]}","{""sample date and time"":[""2015-07-13T15:23:00""]}"
106,21,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,hydrocharitaceae,limnobium,spongia,NA_unknown,NA_unknown,1,NA,NA,162.65,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[146.64]}",whole_organism,NA,37.02,NA,percent_dm,NA,NA,2.16,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,19.98711774,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20150713.RAKE.P07""],""chemSubsampleID"":[""SUGG.20150713.LISP2.Q17""]}","{""sample date and time"":[""2015-07-13T15:23:00""]}"
107,21,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,hydrocharitaceae,limnobium,spongia,NA_unknown,NA_unknown,1,NA,NA,138.41,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[120.06]}",whole_organism,NA,38.65,NA,percent_dm,NA,NA,2.1,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,21.46336005,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20150713.RAKE.P08""],""chemSubsampleID"":[""SUGG.20150713.LISP2.Q18""]}","{""sample date and time"":[""2015-07-13T15:23:00""]}"
108,21,1,Bryophyte,Benthic,photoautotroph,plantae,nymphaeales,nymphaeaceae,nuphar,lutea,NA_unknown,NA_unknown,1,NA,NA,105.43,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[89.88]}",whole_organism,NA,40.78,NA,percent_dm,NA,NA,2.12,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,22.43256155,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20150713.RAKE.P06""],""chemSubsampleID"":[""SUGG.20150713.NULU.P16""]}","{""sample date and time"":[""2015-07-13T15:23:00""]}"
109,21,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,foliosa,NA_unknown,NA_unknown,1,NA,NA,0.94,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.78]}",whole_organism,NA,37.39,NA,percent_dm,NA,NA,2.93,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,14.88179618,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20150713.RAKE.P05""],""chemSubsampleID"":[""SUGG.20150713.UTFO.Q15""]}","{""sample date and time"":[""2015-07-13T15:23:00""]}"
110,22,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,hydrocharitaceae,limnobium,spongia,NA_unknown,NA_unknown,1,NA,NA,217.9,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[185]}",whole_organism,NA,35.87,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,1.64,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,25.50674475,NA,NA,FALSE,-28.95,NA,7.19,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20170627.QUADRAT.P10""],""chemSubsampleID"":[""SUGG.20170627.LISP2.P10""]}","{""sample date and time"":[""2017-06-27T16:52:00""]}"
111,22,1,Bryophyte,Benthic,photoautotroph,plantae,alismatales,hydrocharitaceae,limnobium,spongia,NA_unknown,NA_unknown,1,NA,NA,280.18,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[235.67]}",whole_organism,NA,36.82,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.19,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,19.60682068,NA,NA,FALSE,-28.64,NA,5.6,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20170627.QUADRAT.P9""],""chemSubsampleID"":[""SUGG.20170627.LISP2.P9""]}","{""sample date and time"":[""2017-06-27T15:52:00""]}"
112,22,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,0.77,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.62]}",whole_organism,NA,35.98,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.48,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,16.91908942,NA,NA,FALSE,-33.76,NA,7.99,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20170627.QUADRAT.P10""],""chemSubsampleID"":[""SUGG.20170627.UTRIC.P10""]}",NA
113,22,1,Bryophyte,Benthic,photoautotroph,plantae,lamiales,lentibulariaceae,utricularia,NA,NA_unknown,NA_unknown,1,NA,NA,0.09,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.08]}",whole_organism,NA,37.5,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,2.97,NA,percent_dm,CHN_analysis,https://data.neonscience.org/documents/10179/3070551/ANSP+P-16-202+Rev0/7853a276-863f-4526-92c9-0f6636bff1f2,NA,NA,NA,NA,NA,14.72455999,NA,NA,FALSE,-34.5,NA,5.51,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""SUGG.20170627.QUADRAT.P9""],""chemSubsampleID"":[""SUGG.20170627.UTRIC.P9""]}",NA
131,28,1,Bryophyte,Benthic,photoautotroph,plantae,isoetales,isoetaceae,isoetes,lacustris,NA_unknown,NA_unknown,1,NA,NA,0.26,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.2]}",whole_organism,NA,39.07,NA,percent_dm,NA,NA,3.02,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.08703771,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150720.RAKE.P07""],""chemSubsampleID"":[""CRAM.20150720.ISLA.P7""]}","{""sample date and time"":[""2015-07-20T16:50:00""]}"
132,28,1,Bryophyte,Benthic,photoautotroph,plantae,commelinales,pontederiaceae,pontederia,cordata,NA_unknown,NA_unknown,1,NA,NA,24.27,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[21.8]}",whole_organism,NA,40.43,NA,percent_dm,NA,NA,1.39,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,33.92004725,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150720.RAKE.P02""],""chemSubsampleID"":[""CRAM.20150720.POCO14.P2""]}","{""sample date and time"":[""2015-07-20T16:50:00""]}"
133,28,1,Bryophyte,Benthic,photoautotroph,plantae,commelinales,pontederiaceae,pontederia,cordata,NA_unknown,NA_unknown,1,NA,NA,0.26,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.22]}",whole_organism,NA,37.52,NA,percent_dm,NA,NA,2.91,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.03617419,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150720.RAKE.P07""],""chemSubsampleID"":[""CRAM.20150720.POCO14.P7""]}","{""sample date and time"":[""2015-07-20T16:50:00""]}"
134,28,1,Bryophyte,Benthic,photoautotroph,plantae,poales,typhaceae,sparganium,angustifolium,NA_unknown,NA_unknown,1,NA,NA,0.82,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.75]}",whole_organism,NA,40.62,NA,percent_dm,NA,NA,1.93,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,24.54426987,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150720.RAKE.P02""],""chemSubsampleID"":[""CRAM.20150720.SPAN2.P2""]}","family was Sparganiaceae, {""sample date and time"":[""2015-07-20T16:50:00""]}"
135,28,1,Bryophyte,Benthic,photoautotroph,plantae,poales,typhaceae,sparganium,angustifolium,NA_unknown,NA_unknown,1,NA,NA,0.4,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.34]}",whole_organism,NA,40.07,NA,percent_dm,NA,NA,2.47,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,18.91863928,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150720.RAKE.P07""],""chemSubsampleID"":[""CRAM.20150720.SPAN2.P7""]}","family was Sparganiaceae, {""sample date and time"":[""2015-07-20T16:50:00""]}"
136,29,1,Bryophyte,Benthic,photoautotroph,plantae,poales,eriocaulaceae,eriocaulon,aquaticum,NA_unknown,NA_unknown,1,NA,NA,0.72,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.57]}",whole_organism,NA,35.62,NA,percent_dm,NA,NA,2.66,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.61635906,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150921.RAKE.P08""],""chemSubsampleID"":[""CRAM.20150921.ERAQ2.P8""]}","{""sample date and time"":[""2015-09-21T14:20:00""]}"
137,29,1,Bryophyte,Benthic,photoautotroph,plantae,isoetales,isoetaceae,isoetes,NA,NA_unknown,NA_unknown,1,NA,NA,0.53,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.42]}",whole_organism,NA,40.03,NA,percent_dm,NA,NA,2.99,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.61284001,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150921.RAKE.P03""],""chemSubsampleID"":[""CRAM.20150921.ISOETES.P3""]}",NA
138,29,1,Bryophyte,Benthic,photoautotroph,plantae,isoetales,isoetaceae,isoetes,NA,NA_unknown,NA_unknown,1,NA,NA,1.25,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.94]}",whole_organism,NA,36.92,NA,percent_dm,NA,NA,2.72,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.82924845,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150921.RAKE.P08""],""chemSubsampleID"":[""CRAM.20150921.ISOETES.P8""]}",NA
139,29,1,Macrophyte,Benthic,photoautotroph,plantae,saxifragales,haloragaceae,myriophyllum,tenellum,NA_unknown,NA_unknown,1,NA,NA,1.92,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.29]}",whole_organism,NA,34.04,NA,percent_dm,NA,NA,2.02,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,19.65195176,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150921.RAKE.P06""],""chemSubsampleID"":[""CRAM.20150921.MYTE.P6""]}","order was Haloragales, {""sample date and time"":[""2015-09-21T14:20:00""]}"
140,29,1,Bryophyte,Benthic,photoautotroph,plantae,commelinales,pontederiaceae,pontederia,cordata,NA_unknown,NA_unknown,1,NA,NA,0.26,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.22]}",whole_organism,NA,38.79,NA,percent_dm,NA,NA,2.74,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,16.50960658,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150921.RAKE.P03""],""chemSubsampleID"":[""CRAM.20150921.POCO14.P3""]}","{""sample date and time"":[""2015-09-21T14:20:00""]}"
141,29,1,Bryophyte,Benthic,photoautotroph,plantae,poales,typhaceae,sparganium,angustifolium,NA_unknown,NA_unknown,1,NA,NA,1.92,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.6]}",whole_organism,NA,38.15,NA,percent_dm,NA,NA,2.71,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,16.41696071,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20150921.RAKE.P03""],""chemSubsampleID"":[""CRAM.20150921.SPAN2.P3""]}","family was Sparganiaceae, {""sample date and time"":[""2015-09-21T14:20:00""]}"
142,30,1,Macrophyte,Benthic,photoautotroph,plantae,saxifragales,haloragaceae,myriophyllum,tenellum,NA_unknown,NA_unknown,1,NA,NA,5.49,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[3.08]}",whole_organism,NA,28.52,NA,percent_dm,NA,NA,3.03,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,10.97676585,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160421.RAKE.P10""],""chemSubsampleID"":[""CRAM.20160421.MYTE.P10""]}","order was Haloragales, {""sample date and time"":[""2016-04-21T14:40:00""]}"
143,30,1,Macrophyte,Benthic,photoautotroph,plantae,saxifragales,haloragaceae,myriophyllum,tenellum,NA_unknown,NA_unknown,1,NA,NA,2.04,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.22]}",whole_organism,NA,29.26,NA,percent_dm,NA,NA,2.79,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,12.23031453,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160421.RAKE.P08""],""chemSubsampleID"":[""CRAM.20160421.MYTE.P8""]}","order was Haloragales, {""sample date and time"":[""2016-04-21T14:40:00""]}"
144,31,1,Bryophyte,Benthic,photoautotroph,plantae,hypnales,amblystegiaceae,drepanocladus,NA,NA_unknown,NA_unknown,1,NA,NA,35.07,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[29.76]}",whole_organism,NA,38.3,NA,percent_dm,NA,NA,2.93,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.24399021,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P4""],""chemSubsampleID"":[""CRAM.20160711.DREPA3.P4""]}",NA
145,31,1,Bryophyte,Benthic,photoautotroph,plantae,hypnales,amblystegiaceae,drepanocladus,NA,NA_unknown,NA_unknown,1,NA,NA,9.88,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[7.15]}",whole_organism,NA,33.88,NA,percent_dm,NA,NA,2.91,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,13.57744087,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P8""],""chemSubsampleID"":[""CRAM.20160711.DREPA3.P8""]}",NA
146,31,1,Bryophyte,Benthic,photoautotroph,plantae,poales,cyperaceae,dulichium,arundinaceum,NA_unknown,NA_unknown,1,NA,NA,1.09,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[1.03]}",whole_organism,NA,44.5,NA,percent_dm,NA,NA,1.88,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,27.60385066,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P3""],""chemSubsampleID"":[""CRAM.20160711.DUAR3.P3""]}","{""sample date and time"":[""2016-07-11T14:50:00""]}"
147,31,1,Bryophyte,Benthic,photoautotroph,plantae,poales,cyperaceae,dulichium,arundinaceum,NA_unknown,NA_unknown,1,NA,NA,0.63,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.58]}",whole_organism,NA,43.75,NA,percent_dm,NA,NA,2.91,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,17.53285236,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P5""],""chemSubsampleID"":[""CRAM.20160711.DUAR3.P5""]}","{""sample date and time"":[""2016-07-11T14:50:00""]}"
148,31,1,Bryophyte,Benthic,photoautotroph,plantae,poales,eriocaulaceae,eriocaulon,aquaticum,NA_unknown,NA_unknown,1,NA,NA,0.29,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.24]}",whole_organism,NA,39.71,NA,percent_dm,NA,NA,3.03,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,15.28356844,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P10""],""chemSubsampleID"":[""CRAM.20160711.ERAQ2.P10""]}","{""sample date and time"":[""2016-07-11T14:50:00""]}"
149,31,1,Bryophyte,Benthic,photoautotroph,plantae,isoetales,isoetaceae,isoetes,lacustris,NA_unknown,NA_unknown,1,NA,NA,0.94,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.53]}",whole_organism,NA,31.91,NA,percent_dm,NA,NA,2.63,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,14.14941756,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P2""],""chemSubsampleID"":[""CRAM.20160711.ISLA.P2""]}","{""sample date and time"":[""2016-07-11T14:50:00""]}"
150,31,1,Macrophyte,Benthic,photoautotroph,plantae,saxifragales,haloragaceae,myriophyllum,tenellum,NA_unknown,NA_unknown,1,NA,NA,0.97,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[0.51]}",whole_organism,NA,25.78,NA,percent_dm,NA,NA,2.21,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,13.60373448,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P9""],""chemSubsampleID"":[""CRAM.20160711.MYTE.P9""]}","order was Haloragales, {""sample date and time"":[""2016-07-11T14:50:00""]}"
151,31,1,Bryophyte,Benthic,photoautotroph,plantae,commelinales,pontederiaceae,pontederia,cordata,NA_unknown,NA_unknown,1,NA,NA,14.89,Dry,g,"{""AFDM_units"":[""g""],""AFDM"":[13.09]}",whole_organism,NA,40.13,NA,percent_dm,NA,NA,2.03,NA,percent_dm,NA,NA,NA,NA,NA,NA,NA,23.05369957,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,"{""fieldID"":[""CRAM.20160711.RAKE.P5""],""chemSubsampleID"":[""CRAM.20160711.POCO14.P5""]}","{""sample date and time"":[""2016-07-11T14:50:00""]}"
